road_type,time_of_day,day_of_week,historical_avg_speed,weather_condition,distance_km,actual_speed
2.000000000000000000e+00,1.500000000000000000e+01,1.000000000000000000e+00,3.958999394324379750e+01,1.000000000000000000e+00,2.313762462158491129e+00,2.624146003691084417e+01
1.000000000000000000e+00,1.700000000000000000e+01,2.000000000000000000e+00,5.610422183971323307e+01,0.000000000000000000e+00,1.091774544384366497e+00,3.321276871162325506e+01
1.000000000000000000e+00,1.900000000000000000e+01,6.000000000000000000e+00,5.354822796468226187e+01,0.000000000000000000e+00,6.831073611666658163e-01,4.678372595806606427e+01
3.000000000000000000e+00,1.100000000000000000e+01,3.000000000000000000e+00,2.318032914185019422e+01,1.000000000000000000e+00,2.384443726003453001e+00,1.072933396449855259e+01
3.000000000000000000e+00,1.200000000000000000e+01,6.000000000000000000e+00,2.545240587117375952e+01,0.000000000000000000e+00,1.186940256083515166e+00,2.365133722270258332e+01
3.000000000000000000e+00,1.200000000000000000e+01,1.000000000000000000e+00,2.224626475147163163e+01,1.000000000000000000e+00,3.022554788905750911e+00,6.951946769125805226e+00
2.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00,3.278725267232764651e+01,0.000000000000000000e+00,6.297001552698167082e+00,1.195100025859711579e+01
1.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,4.963734101756702444e+01,0.000000000000000000e+00,5.872207478651287005e+00,4.610205252972198053e+01
2.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00,3.372722938130816317e+01,0.000000000000000000e+00,5.081957170910215815e+00,3.533160197508017575e+01
2.000000000000000000e+00,2.300000000000000000e+01,4.000000000000000000e+00,3.742292174265647020e+01,0.000000000000000000e+00,6.893751829096090411e+00,3.451551823316551548e+01
1.000000000000000000e+00,1.500000000000000000e+01,6.000000000000000000e+00,5.196899844929068735e+01,0.000000000000000000e+00,2.615507184082075387e+00,4.974834397002299369e+01
2.000000000000000000e+00,1.400000000000000000e+01,3.000000000000000000e+00,3.704348619378848895e+01,0.000000000000000000e+00,7.137903147724742325e+00,3.149744098814717219e+01
1.000000000000000000e+00,1.100000000000000000e+01,2.000000000000000000e+00,5.508459722716070672e+01,1.000000000000000000e+00,3.494293772518843877e+00,3.649427241772058750e+01
3.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00,2.423648601273047376e+01,0.000000000000000000e+00,3.506699886999699256e+00,1.570407572827635434e+01
2.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,2.798230429877938263e+01,0.000000000000000000e+00,3.540137102191411422e+00,2.752502236709061734e+01
2.000000000000000000e+00,1.700000000000000000e+01,0.000000000000000000e+00,3.073899460170358111e+01,0.000000000000000000e+00,1.235707746807360952e+00,1.579497497818544538e+01
2.000000000000000000e+00,2.200000000000000000e+01,4.000000000000000000e+00,3.361220500148121459e+01,0.000000000000000000e+00,7.816178737482918137e+00,3.182774707394080949e+01
2.000000000000000000e+00,1.700000000000000000e+01,0.000000000000000000e+00,4.059881922880450134e+01,0.000000000000000000e+00,1.538800833688693803e+00,1.261484464289718765e+01
2.000000000000000000e+00,1.200000000000000000e+01,2.000000000000000000e+00,3.273719551612560963e+01,0.000000000000000000e+00,3.056642933518884053e+00,2.869987651116674598e+01
1.000000000000000000e+00,1.700000000000000000e+01,1.000000000000000000e+00,5.461965008008399280e+01,0.000000000000000000e+00,2.894752402450678552e+00,3.199162280071636033e+01
3.000000000000000000e+00,1.400000000000000000e+01,4.000000000000000000e+00,2.845219206548814839e+01,0.000000000000000000e+00,1.060095746125322203e+00,2.405888549757820272e+01
3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,2.328591130828377942e+01,0.000000000000000000e+00,1.641950975839074900e+00,1.136521427820167851e+01
3.000000000000000000e+00,1.600000000000000000e+01,1.000000000000000000e+00,2.457889028308881052e+01,0.000000000000000000e+00,8.364375213903936235e-01,2.162117252561030512e+01
3.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,2.007302584750171448e+01,0.000000000000000000e+00,2.693033701703850813e+00,1.265540357593507004e+01
2.000000000000000000e+00,2.100000000000000000e+01,2.000000000000000000e+00,3.853696022190390380e+01,1.000000000000000000e+00,6.999926930216799015e+00,2.389121334799603602e+01
3.000000000000000000e+00,1.500000000000000000e+01,2.000000000000000000e+00,2.599418480654517793e+01,0.000000000000000000e+00,3.045816543030383627e+00,2.212524914084808714e+01
1.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+00,5.650479474316769313e+01,0.000000000000000000e+00,1.427688740505344001e+00,2.646445865991854518e+01
1.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00,5.474206917512672987e+01,0.000000000000000000e+00,5.342704012879385012e+00,2.206423888616223650e+01
1.000000000000000000e+00,2.300000000000000000e+01,3.000000000000000000e+00,5.667828176369674509e+01,0.000000000000000000e+00,7.974506840411828890e+00,4.667833584828225924e+01
2.000000000000000000e+00,1.700000000000000000e+01,5.000000000000000000e+00,3.012294243620405254e+01,0.000000000000000000e+00,2.242428421489456980e+00,2.617189975123140755e+01
2.000000000000000000e+00,1.600000000000000000e+01,4.000000000000000000e+00,3.826590170297466642e+01,1.000000000000000000e+00,2.596782540279270801e+00,2.410491131963676281e+01
2.000000000000000000e+00,1.700000000000000000e+01,5.000000000000000000e+00,3.245263489039827220e+01,0.000000000000000000e+00,7.788852907105914269e+00,3.112445617562515210e+01
3.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000000e+00,2.116420541945929301e+01,0.000000000000000000e+00,1.840822156628653561e+00,1.728792731181411924e+01
2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,3.895266461169762096e+01,0.000000000000000000e+00,4.334105505943728787e+00,3.154170129181557769e+01
2.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,3.829268675128001576e+01,0.000000000000000000e+00,2.297390997620711417e+00,3.620951327891873461e+01
2.000000000000000000e+00,2.200000000000000000e+01,0.000000000000000000e+00,3.013661684646125494e+01,1.000000000000000000e+00,7.492639234259328873e+00,1.994297677370121846e+01
1.000000000000000000e+00,1.500000000000000000e+01,2.000000000000000000e+00,5.215801443305879559e+01,0.000000000000000000e+00,7.861407609322204948e+00,4.247447795995640973e+01
3.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,2.392034005237543681e+01,0.000000000000000000e+00,6.610233845900115313e+00,2.244886758422674689e+01
1.000000000000000000e+00,1.700000000000000000e+01,1.000000000000000000e+00,4.978177760276165742e+01,0.000000000000000000e+00,2.860878618596079281e+00,1.593836071445484492e+01
3.000000000000000000e+00,2.200000000000000000e+01,6.000000000000000000e+00,2.625803869668254009e+01,0.000000000000000000e+00,3.526156064603787499e+00,2.371591550064134424e+01
3.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+00,2.235377523040995484e+01,0.000000000000000000e+00,2.317292627498160229e+00,6.000000000000000000e+00
1.000000000000000000e+00,1.300000000000000000e+01,2.000000000000000000e+00,5.923875272137556180e+01,1.000000000000000000e+00,7.180684752567436213e+00,3.248891440271770392e+01
1.000000000000000000e+00,1.400000000000000000e+01,5.000000000000000000e+00,5.276533942375569808e+01,0.000000000000000000e+00,7.359187082661185819e+00,5.393250635750608524e+01
3.000000000000000000e+00,1.600000000000000000e+01,4.000000000000000000e+00,2.003148505722239037e+01,0.000000000000000000e+00,3.641529966845353794e+00,1.834037748149614799e+01
2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.810245899316561236e+01,0.000000000000000000e+00,5.423998024272513874e+00,3.253273885804431842e+01
2.000000000000000000e+00,2.000000000000000000e+01,6.000000000000000000e+00,3.411088197290717972e+01,0.000000000000000000e+00,1.741648848310203945e+00,3.004822017400442391e+01
3.000000000000000000e+00,1.600000000000000000e+01,3.000000000000000000e+00,1.827723554554854246e+01,0.000000000000000000e+00,3.762019252725567586e+00,1.534947634841081232e+01
1.000000000000000000e+00,2.200000000000000000e+01,2.000000000000000000e+00,5.668441593361526998e+01,0.000000000000000000e+00,5.236243300051231842e+00,5.013387215965525456e+01
2.000000000000000000e+00,1.000000000000000000e+01,3.000000000000000000e+00,3.022288166341518334e+01,0.000000000000000000e+00,3.390523388885146705e+00,1.329250235514030720e+01
1.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,5.932640278812638002e+01,0.000000000000000000e+00,3.181996442648449275e+00,4.478911970945658538e+01
3.000000000000000000e+00,1.300000000000000000e+01,4.000000000000000000e+00,2.255262532795342878e+01,1.000000000000000000e+00,5.074924420020699989e-01,1.150613499408916596e+01
2.000000000000000000e+00,1.900000000000000000e+01,3.000000000000000000e+00,3.233103054936157861e+01,0.000000000000000000e+00,6.532200978328355667e+00,1.356321918345648037e+01
2.000000000000000000e+00,1.800000000000000000e+01,2.000000000000000000e+00,3.843556417094469424e+01,0.000000000000000000e+00,7.170032090160861848e+00,1.782735873593871290e+01
1.000000000000000000e+00,2.000000000000000000e+01,4.000000000000000000e+00,5.848835617545660881e+01,0.000000000000000000e+00,7.770976471593741053e+00,2.439992987011765990e+01
2.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,3.501119722787412059e+01,0.000000000000000000e+00,5.894535388019116695e+00,3.597304601051045836e+01
2.000000000000000000e+00,2.300000000000000000e+01,4.000000000000000000e+00,4.182622617107866603e+01,0.000000000000000000e+00,4.615942342774133955e+00,3.181151877809709561e+01
2.000000000000000000e+00,1.200000000000000000e+01,3.000000000000000000e+00,4.175703438794427313e+01,1.000000000000000000e+00,2.519633898565320163e+00,2.799655921098504763e+01
2.000000000000000000e+00,1.700000000000000000e+01,3.000000000000000000e+00,3.597004596891004269e+01,0.000000000000000000e+00,7.994746069726238247e+00,1.526355664525882005e+01
3.000000000000000000e+00,2.200000000000000000e+01,1.000000000000000000e+00,2.519621830538227059e+01,0.000000000000000000e+00,4.923146408990791478e+00,1.614905561289968361e+01
2.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00,3.892641567335049757e+01,0.000000000000000000e+00,5.608655542478346412e+00,2.931418584795591187e+01
1.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,5.159522964347878826e+01,0.000000000000000000e+00,5.618046214664882854e+00,4.792477238931712691e+01
2.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00,3.586014879366805985e+01,0.000000000000000000e+00,6.839388468178860592e+00,3.383096791249051449e+01
3.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,1.995449236733063358e+01,1.000000000000000000e+00,5.725440413518940730e-01,9.492978887493627838e+00
2.000000000000000000e+00,1.700000000000000000e+01,1.000000000000000000e+00,3.253129532892701548e+01,0.000000000000000000e+00,2.151852053235288942e+00,1.434530597463765211e+01
3.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00,2.236482044370839262e+01,0.000000000000000000e+00,5.491505001275104547e+00,7.428211281056806392e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.559022378135780684e+01,0.000000000000000000e+00,7.213593026184258683e+00,3.020698810240109822e+01
2.000000000000000000e+00,2.100000000000000000e+01,4.000000000000000000e+00,3.016397118922520093e+01,0.000000000000000000e+00,5.640040864410171828e+00,2.169515651433209769e+01
2.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,3.603114582276114675e+01,0.000000000000000000e+00,3.601184686202600904e+00,2.965950978052204334e+01
1.000000000000000000e+00,1.800000000000000000e+01,1.000000000000000000e+00,5.424715661697594271e+01,1.000000000000000000e+00,3.211666219026962033e+00,1.787642030955502292e+01
1.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,5.919375674377529606e+01,0.000000000000000000e+00,6.034610062124903251e+00,4.882564809396848204e+01
1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,5.848813178081790198e+01,1.000000000000000000e+00,6.059282728528950557e+00,4.085470227455029146e+01
2.000000000000000000e+00,2.300000000000000000e+01,4.000000000000000000e+00,3.243197454216142717e+01,1.000000000000000000e+00,5.052934943792677380e+00,1.604746816623415739e+01
2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,3.893818511341564204e+01,0.000000000000000000e+00,2.686002680730027681e+00,3.835396516513526421e+01
2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.660786602733043082e+01,0.000000000000000000e+00,7.438661137929076794e+00,3.209999717471966107e+01
3.000000000000000000e+00,1.900000000000000000e+01,6.000000000000000000e+00,2.134515704155540305e+01,0.000000000000000000e+00,4.639099565889793553e+00,2.035341596414711773e+01
1.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.346346304348101341e+01,1.000000000000000000e+00,6.428692671862479280e+00,3.083092701963084892e+01
2.000000000000000000e+00,9.000000000000000000e+00,4.000000000000000000e+00,3.155706080340369368e+01,0.000000000000000000e+00,2.107311966213737175e+00,1.611905110142673081e+01
3.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00,1.834600647833094555e+01,0.000000000000000000e+00,3.080305914610458995e+00,1.335541011477939044e+01
1.000000000000000000e+00,2.300000000000000000e+01,3.000000000000000000e+00,4.951861318127760114e+01,0.000000000000000000e+00,7.059346372905068279e+00,3.618134736288403985e+01
1.000000000000000000e+00,2.000000000000000000e+01,4.000000000000000000e+00,5.506264518856439594e+01,0.000000000000000000e+00,8.758027245497630453e-01,2.651394512817739013e+01
2.000000000000000000e+00,1.000000000000000000e+01,3.000000000000000000e+00,2.881983514908040789e+01,0.000000000000000000e+00,4.342364834424965458e+00,1.556569635584957467e+01
1.000000000000000000e+00,1.500000000000000000e+01,1.000000000000000000e+00,5.240045226697333902e+01,0.000000000000000000e+00,4.112791098830067327e+00,5.049849983678956278e+01
3.000000000000000000e+00,1.600000000000000000e+01,2.000000000000000000e+00,2.397054857298896025e+01,0.000000000000000000e+00,6.134226416810616200e+00,1.888310982276613714e+01
3.000000000000000000e+00,1.500000000000000000e+01,6.000000000000000000e+00,2.647979446566255035e+01,1.000000000000000000e+00,2.614203279494993204e+00,1.664971191072840639e+01
2.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,3.155475597609041571e+01,0.000000000000000000e+00,2.143001163946995913e+00,3.016481621565151627e+01
3.000000000000000000e+00,1.500000000000000000e+01,2.000000000000000000e+00,2.382882318145416178e+01,0.000000000000000000e+00,7.445996290799253181e+00,1.661709172684091129e+01
3.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.107094525117114969e+01,1.000000000000000000e+00,4.787822389688486169e+00,1.139096794803322865e+01
1.000000000000000000e+00,1.500000000000000000e+01,4.000000000000000000e+00,5.345138160593060661e+01,0.000000000000000000e+00,1.285171762127408801e+00,5.144644867031793467e+01
3.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,2.246400121022335128e+01,1.000000000000000000e+00,1.947771216607407929e+00,1.186492649550402412e+01
2.000000000000000000e+00,1.100000000000000000e+01,5.000000000000000000e+00,3.303546094113568188e+01,0.000000000000000000e+00,7.991195446356861964e+00,3.123937081057955467e+01
3.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,2.174747395358039626e+01,0.000000000000000000e+00,1.967067471891443153e+00,1.777739356073305643e+01
3.000000000000000000e+00,1.600000000000000000e+01,5.000000000000000000e+00,2.221280811423335777e+01,0.000000000000000000e+00,5.078566335152590483e+00,1.723583429531263178e+01
2.000000000000000000e+00,2.000000000000000000e+01,3.000000000000000000e+00,3.848174353071401299e+01,0.000000000000000000e+00,3.650960592467135779e+00,1.839835964165884974e+01
1.000000000000000000e+00,1.700000000000000000e+01,5.000000000000000000e+00,5.913248771340648346e+01,1.000000000000000000e+00,7.141993211373764971e+00,4.718214876198515384e+01
1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+00,5.320436154432505305e+01,0.000000000000000000e+00,6.163764442214958450e+00,2.430548314354425088e+01
2.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00,3.419017931713690928e+01,0.000000000000000000e+00,4.977135471963618940e+00,3.350614419502026919e+01
3.000000000000000000e+00,1.500000000000000000e+01,6.000000000000000000e+00,2.441263309500893541e+01,0.000000000000000000e+00,5.805423634848687620e-01,1.772650081189379989e+01
3.000000000000000000e+00,1.600000000000000000e+01,3.000000000000000000e+00,2.145710942826728740e+01,1.000000000000000000e+00,7.098464056200946892e+00,1.115495638205995554e+01
1.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,5.714298970745691975e+01,0.000000000000000000e+00,3.835006031290371986e+00,3.552432855128741807e+01
2.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,3.770659911741222459e+01,1.000000000000000000e+00,7.486832397639323844e+00,2.692550599668694034e+01
2.000000000000000000e+00,2.300000000000000000e+01,6.000000000000000000e+00,3.805755456158493644e+01,0.000000000000000000e+00,4.216542596406508636e+00,3.427025338830508616e+01
1.000000000000000000e+00,1.900000000000000000e+01,2.000000000000000000e+00,5.526333025456359849e+01,0.000000000000000000e+00,5.706683668870441650e+00,2.905449466685052329e+01
1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,5.150956321351870315e+01,0.000000000000000000e+00,1.019694870999816150e+00,5.275938686010705680e+01
2.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,3.449625182099669729e+01,0.000000000000000000e+00,6.088637401450893272e+00,2.126678982252689565e+01
3.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00,2.047814750600098677e+01,0.000000000000000000e+00,3.034970234839421632e+00,1.056738895439108106e+01
2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,3.733141684396081672e+01,0.000000000000000000e+00,3.135192607488356487e+00,3.152140968786563491e+01
2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.957641126507973439e+01,0.000000000000000000e+00,1.389918835320424595e+00,3.124186095878168956e+01
2.000000000000000000e+00,1.900000000000000000e+01,3.000000000000000000e+00,3.966090118589619351e+01,0.000000000000000000e+00,1.601428614801517103e+00,1.094416485737272637e+01
2.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,3.765657561290291966e+01,0.000000000000000000e+00,1.893192921546575924e+00,3.773354418261205012e+01
3.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,1.919565487993839881e+01,0.000000000000000000e+00,2.961546264285667807e+00,1.285397894088652571e+01
3.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,2.620946454710340490e+01,0.000000000000000000e+00,7.189774345817040668e+00,2.597286935146765785e+01
2.000000000000000000e+00,2.200000000000000000e+01,5.000000000000000000e+00,3.627956869496729553e+01,0.000000000000000000e+00,3.261951786725603597e+00,2.807706185706368274e+01
2.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,3.252566592087801922e+01,0.000000000000000000e+00,5.932720299224138572e+00,3.033968807879118046e+01
2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,3.758578266079020835e+01,1.000000000000000000e+00,1.120606279174035436e+00,2.912394687732110654e+01
2.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,3.433685395199546520e+01,1.000000000000000000e+00,4.933240994539944246e+00,2.670503075030570628e+01
1.000000000000000000e+00,1.200000000000000000e+01,5.000000000000000000e+00,4.915139694658793701e+01,0.000000000000000000e+00,4.114184234528297068e+00,4.601337572561990896e+01
2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.205913734778639679e+01,0.000000000000000000e+00,7.834684602158784372e+00,2.461263519018215007e+01
2.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+00,3.480402943316176589e+01,1.000000000000000000e+00,6.846558274092222618e+00,2.231285402373099913e+01
1.000000000000000000e+00,1.400000000000000000e+01,3.000000000000000000e+00,5.468572135313215199e+01,0.000000000000000000e+00,3.911223293289872949e+00,5.172427805553836322e+01
2.000000000000000000e+00,1.200000000000000000e+01,2.000000000000000000e+00,3.180513929740396506e+01,0.000000000000000000e+00,6.313570730340041237e+00,2.642484476678221839e+01
3.000000000000000000e+00,1.300000000000000000e+01,5.000000000000000000e+00,2.425321815862437091e+01,0.000000000000000000e+00,1.947790559703331370e+00,2.106581752984486400e+01
1.000000000000000000e+00,2.100000000000000000e+01,0.000000000000000000e+00,5.655929968596768020e+01,0.000000000000000000e+00,4.717522455438335705e+00,5.204675962612951423e+01
1.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,5.069271214031807204e+01,0.000000000000000000e+00,1.059642916765311416e+00,4.474674119501709413e+01
2.000000000000000000e+00,1.300000000000000000e+01,3.000000000000000000e+00,4.290016989718493079e+01,1.000000000000000000e+00,3.110667741887623183e+00,3.122079216006801161e+01
3.000000000000000000e+00,2.300000000000000000e+01,3.000000000000000000e+00,1.835623604983479495e+01,0.000000000000000000e+00,2.193966362166277051e+00,1.091057194732986524e+01
1.000000000000000000e+00,9.000000000000000000e+00,3.000000000000000000e+00,5.362676140903307953e+01,0.000000000000000000e+00,5.891823614939081466e+00,1.847757146643878912e+01
2.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,3.612621229392835431e+01,0.000000000000000000e+00,4.175680184107710247e+00,2.935425241619089221e+01
3.000000000000000000e+00,1.300000000000000000e+01,2.000000000000000000e+00,2.063634444575895799e+01,0.000000000000000000e+00,6.133028591360078607e+00,1.741309001914312304e+01
1.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,5.936282929430640110e+01,0.000000000000000000e+00,4.364715782235841779e+00,6.067620781528280816e+01
2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.447413212661703596e+01,0.000000000000000000e+00,1.148633316137289029e+00,2.892689140214076460e+01
2.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00,3.223484469185233792e+01,0.000000000000000000e+00,6.015257372993950469e+00,2.682045646274775308e+01
2.000000000000000000e+00,2.300000000000000000e+01,6.000000000000000000e+00,3.684356013702574018e+01,1.000000000000000000e+00,6.749219479908542318e+00,2.655941557466084646e+01
2.000000000000000000e+00,1.200000000000000000e+01,1.000000000000000000e+00,2.630176939802033331e+01,0.000000000000000000e+00,7.276484194345943735e+00,2.342691551769419078e+01
2.000000000000000000e+00,2.100000000000000000e+01,6.000000000000000000e+00,3.660145703378839954e+01,0.000000000000000000e+00,4.789939589800311204e+00,3.261503156571332340e+01
1.000000000000000000e+00,1.900000000000000000e+01,0.000000000000000000e+00,5.886977455280089799e+01,0.000000000000000000e+00,6.151890192496213494e+00,2.695145393946829770e+01
